# created by LinkChecker at 2023-04-03 20:15:19+002
# Read the documentation at https://linkchecker.github.io/linkchecker/
# Write comments and bugs to https://github.com/linkchecker/linkchecker/issues
urlname;parentname;base;result;warningstring;infostring;valid;url;line;column;name;dltime;size;checktime;cached;level;modified
http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;;200 OK;;;True;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;0.0011012554168701172;231771;0.14703893661499023;0;0;
https://pvp.giustizia.it/pvp/it/immobili.page;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp/it/immobili.page;131;12;Immobili;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp/it/annunci_scadenza.page;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp/it/annunci_scadenza.page;126;12;Annunci in scadenza;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp/it/ultimi_annunci.page;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp/it/ultimi_annunci.page;121;12;Ultimi annunci;-1;-1;0;0;1;
https://pvp.giustizia.it/backoffice-web/;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/backoffice-web/;103;9;ACCEDI;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp-resources/static/img/user.png;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp-resources/static/img/user.png;102;9;immagine;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp/it/iscrizione_newsletter.page;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp/it/iscrizione_newsletter.page;99;9;ISCRIZIONE ALLA NEWSLETTER;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp-resources/static/img/logo.png;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp-resources/static/img/logo.png;71;9;Logo del Ministero della Giustizia;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp/it/homepage.page;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp/it/homepage.page;70;8;;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp-resources/static/img/repubblica.png;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp-resources/static/img/repubblica.png;212;11;Logo Repubblica Italiana;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp/it/risultati_ricerca.page;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp/it/risultati_ricerca.page;211;10;;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp/it/vid.page;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp/it/vid.page;178;10;Tutorial;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp-resources/static/img/categorie/immobile_commerciale.jpg;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp-resources/static/img/categorie/immobile_commerciale.jpg;2556;11;immagine;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6653017.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6653017.html;3850;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6543404.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6543404.html;4938;10;;-1;-1;0;0;1;
https://pvp.giustizia.it//analiticositi.giustizia.it/piwik.php?idsite=17;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/analiticositi.giustizia.it/piwik.php?idsite=17;6055;5;;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp-resources/static/js/common.js;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp-resources/static/js/common.js;6035;3;;-1;-1;0;0;1;
https://ajax.googleapis.com/ajax/libs/jqueryui/1.8.9/jquery-ui.min.js;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://ajax.googleapis.com/ajax/libs/jqueryui/1.8.9/jquery-ui.min.js;6033;3;;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp-resources/static/js/app.js;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp-resources/static/js/app.js;6031;3;;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp-resources/static/lib/bootstrap-select/defaults-it_IT.js;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp-resources/static/lib/bootstrap-select/defaults-it_IT.js;6029;3;;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp-resources/static/lib/bootstrap-carousel-modal/bootstrap-modal-carousel.min.js;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp-resources/static/lib/bootstrap-carousel-modal/bootstrap-modal-carousel.min.js;6025;3;;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp-resources/static/lib/swipe/touch-swipe.js;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp-resources/static/lib/swipe/touch-swipe.js;6023;3;;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp-resources/static/lib/bootstrap-datepicker/bootstrap-datepicker.js;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp-resources/static/lib/bootstrap-datepicker/bootstrap-datepicker.js;6021;3;;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp-resources/static/lib/moment/moment-with-locales.min.js;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp-resources/static/lib/moment/moment-with-locales.min.js;6019;3;;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp-resources/static/lib/bootstrap-slider/bootstrap-slider.min.js;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp-resources/static/lib/bootstrap-slider/bootstrap-slider.min.js;6017;3;;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp-resources/static/lib/bootstrap-select/bootstrap-select.min.js;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp-resources/static/lib/bootstrap-select/bootstrap-select.min.js;6015;3;;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp-resources/static/lib/bootstrap/bootstrap.min.js;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp-resources/static/lib/bootstrap/bootstrap.min.js;6013;3;;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp/it/consent_cookies.page;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp/it/consent_cookies.page;5996;9;Informativa e Consenso Cookie;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp/it/guida.page;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp/it/guida.page;5991;9;Guida al Sito;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp/it/amministrazione.page;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp/it/amministrazione.page;5986;9;Amministrazione;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp-resources/static/img/128x128.png;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp-resources/static/img/128x128.png;5935;9;Contattaci;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp-resources/static/img/logo_black.png;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp-resources/static/img/logo_black.png;5930;7;Logo del Ministero della Giustizia;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp/it/risultati_ricerca.page?localita=Genova&geo=geografica&ordinamento=data_vendita_decre&view=list&frame4_item=17&categoria=&nazione=ITA&elementiPerPagina=50&ordine_localita=a_z&tipo_bene=immobili;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp/it/risultati_ricerca.page?localita=Genova&geo=geografica&ordinamento=data_vendita_decre&view=list&frame4_item=17&categoria=&nazione=ITA&elementiPerPagina=50&ordine_localita=a_z&tipo_bene=immobili;5909;9;17;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp/it/risultati_ricerca.page?localita=Genova&geo=geografica&ordinamento=data_vendita_decre&view=list&frame4_item=16&categoria=&nazione=ITA&elementiPerPagina=50&ordine_localita=a_z&tipo_bene=immobili;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp/it/risultati_ricerca.page?localita=Genova&geo=geografica&ordinamento=data_vendita_decre&view=list&frame4_item=16&categoria=&nazione=ITA&elementiPerPagina=50&ordine_localita=a_z&tipo_bene=immobili;5904;9;16;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp/it/risultati_ricerca.page?localita=Genova&geo=geografica&ordinamento=data_vendita_decre&view=list&frame4_item=15&categoria=&nazione=ITA&elementiPerPagina=50&ordine_localita=a_z&tipo_bene=immobili;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp/it/risultati_ricerca.page?localita=Genova&geo=geografica&ordinamento=data_vendita_decre&view=list&frame4_item=15&categoria=&nazione=ITA&elementiPerPagina=50&ordine_localita=a_z&tipo_bene=immobili;5899;9;15;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp/it/risultati_ricerca.page?localita=Genova&geo=geografica&ordinamento=data_vendita_decre&view=list&frame4_item=12&categoria=&nazione=ITA&elementiPerPagina=50&ordine_localita=a_z&tipo_bene=immobili;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp/it/risultati_ricerca.page?localita=Genova&geo=geografica&ordinamento=data_vendita_decre&view=list&frame4_item=12&categoria=&nazione=ITA&elementiPerPagina=50&ordine_localita=a_z&tipo_bene=immobili;5884;9;12;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp/it/risultati_ricerca.page?localita=Genova&geo=geografica&ordinamento=data_vendita_decre&view=list&frame4_item=11&categoria=&nazione=ITA&elementiPerPagina=50&ordine_localita=a_z&tipo_bene=immobili;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp/it/risultati_ricerca.page?localita=Genova&geo=geografica&ordinamento=data_vendita_decre&view=list&frame4_item=11&categoria=&nazione=ITA&elementiPerPagina=50&ordine_localita=a_z&tipo_bene=immobili;5879;9;11;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp/it/risultati_ricerca.page?localita=Genova&geo=geografica&ordinamento=data_vendita_decre&view=list&frame4_item=13&categoria=&nazione=ITA&elementiPerPagina=50&ordine_localita=a_z&tipo_bene=immobili;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp/it/risultati_ricerca.page?localita=Genova&geo=geografica&ordinamento=data_vendita_decre&view=list&frame4_item=13&categoria=&nazione=ITA&elementiPerPagina=50&ordine_localita=a_z&tipo_bene=immobili;5872;9;Indietro;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6601484.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6601484.html;5760;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6600706.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6600706.html;5691;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6600771.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6600771.html;5622;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6563752.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6563752.html;5554;10;;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp-resources/static/img/piu_beni.png;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp-resources/static/img/piu_beni.png;5551;10;Più beni;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6594168.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6594168.html;5485;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6594068.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6594068.html;5417;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6594951.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6594951.html;5349;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6629785.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6629785.html;5281;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6582388.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6582388.html;5213;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6565937.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6565937.html;5144;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6565685.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6565685.html;5075;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6567555.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6567555.html;5006;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6574555.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6574555.html;4870;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6571163.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6571163.html;4802;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6567641.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6567641.html;4734;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6603743.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6603743.html;4666;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6631166.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6631166.html;4598;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6640992.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6640992.html;4530;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6653231.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6653231.html;4462;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6600729.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6600729.html;4394;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6647169.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6647169.html;4326;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6678768.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6678768.html;4258;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6633146.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6633146.html;4190;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6577678.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6577678.html;4122;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6631476.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6631476.html;4054;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6657490.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6657490.html;3986;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6630313.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6630313.html;3918;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6584302.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6584302.html;3782;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6577018.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6577018.html;3714;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6577310.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6577310.html;3646;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6573512.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6573512.html;3578;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6487326.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6487326.html;3510;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6749344.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6749344.html;3442;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6664296.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6664296.html;3374;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6684856.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6684856.html;3306;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6680920.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6680920.html;3238;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6681045.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6681045.html;3170;10;;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp-resources/static/img/categorie/altra_categoria.jpg;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp-resources/static/img/categorie/altra_categoria.jpg;3102;11;immagine;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6742386.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6742386.html;3101;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6742091.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6742091.html;3032;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6742424.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6742424.html;2963;10;;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp-resources/static/img/categorie/immobile_industriale.jpg;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp-resources/static/img/categorie/immobile_industriale.jpg;2896;11;immagine;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6674557.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6674557.html;2895;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6655569.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6655569.html;2827;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6571494.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6571494.html;2759;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6653817.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6653817.html;2691;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6610447.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6610447.html;2623;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6676191.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6676191.html;2555;10;;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6673783.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6673783.html;2487;10;;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp-resources/static/img/categorie/immobile_residenziale.jpg;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp-resources/static/img/categorie/immobile_residenziale.jpg;2420;11;immagine;-1;-1;0;0;1;
http://localhost:8000/pvp/pvp_LTT6704241.html;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;http://localhost:8000/pvp/pvp_LTT6704241.html;2419;10;;-1;-1;0;0;1;
